,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,65.2290021111,5,24,146.348273374,52.3610923634,0.0208161078849,59.9551623235,10.1179058616,106.929312601
