,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,70.4537572185,5,24,156.797783589,39.1547334544,0.038620482439,78.3535505756,111.666289928,143.622207089
