,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal_trunc,theta(cost=high),theta(cost=low)
0,0,True,72.9434605169,5,24,161.777190185,9.10205943935,0.124839667663,3.62294226484,39.3021232709,79.9677681586
