,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,69.3513867955,5,24,154.593042743,14.0393393524,0.149574230164,1.66591638346,46.1045236886,66.8896876152
