,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,79.2494843678,5,24,174.389237887,26.1568482884,0.110804980305,4.97043237157,67.9468582791,150.743964571
