,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,22.3770027105,5,24,60.6442745728,12.765451216,1.37453622906,147.615007617,1.32263360337,14.7475385537
