,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,61.0996880138,5,24,138.089645179,0.824287143667,0.0221442332653,55.0433587571,6.11059349108,21.5659680586
