,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,63.0039127115,5,24,141.898094575,81.1759755696,0.0929835587751,0.012317397134,69.9504019473,148.096610861
