,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,60.9233915081,6,24,140.915105998,40.6625532344,4.61227517653,0.287100471873,0.107455888002,19.3335203192,26.7235862566
