,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,79.1029284684,5,24,174.096126088,22.5917829629,0.288275211506,35.4468137855,36.1921308289,140.076095065
