,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,81.0290781075,5,24,177.948425367,40.0917150616,0.188568918459,28.6995533598,30.605128225,65.443150404
