,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,54.8636391992,5,24,125.61754755,42.7633432418,0.0942796029317,114.986613822,4.52162773952,155.335407075
