,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,63.328927055,5,24,142.548123262,14.5037103696,0.010163552879,0.24231862644,35.2279596743,73.8597407885
