,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,74.2883007485,5,24,164.466870649,63.1388189719,0.0726636371686,5.40541576354,141.275767371,272.71947804
