,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,58.6089333946,5,24,133.108135941,161.51172476,0.321808401794,2.10157798355,136.899000604,271.521302501
