,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,75.0878094915,5,24,166.065888135,216.214764655,0.0567981475342,31.4899811926,319.801358926,671.241069409
