,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal_trunc,theta(cost=high),theta(cost=low)
0,0,True,74.7943349949,5,24,165.478939142,45.9411139031,0.38179558902,4.33323332817,46.0437665481,114.778384686
