,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,75.4239445729,5,24,166.738158298,397.325712661,0.0237196130802,23.8361048543,668.846570601,1958.64040516
