,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,51.6256514466,5,24,119.141572045,164.722690316,0.135539986217,19.7767180813,78.0968773805,208.544219305
