,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal,theta(cost=high),theta(cost=low)
0,0,True,81.6943186551,5,24,179.278906462,6.45909990099,1.04760229463,0.303320512906,13.723150153,28.3625599136
