,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,65.0120529884,5,24,145.914375128,48.7400643156,0.0914975666568,62.5734762864,39.9784757575,98.346155068
