,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,54.4636091355,5,24,124.817487423,43.1774556634,0.370053856635,14.5206824787,4.9699905078,56.4908602345
