,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,90.3983520831,5,24,196.686973318,65.4470342165,0.0492624170951,37.0537916379,58.1278627317,109.925418811
