,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,59.6613389221,5,24,135.212946996,82.5635608416,0.196373982202,19.9056162732,39.6217263171,120.859321557
