,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,55.4480012838,5,24,126.786271719,49.042524397,0.0702191243907,148.281126196,26.6834531493,126.539671079
