,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,53.2608346674,5,24,122.411938486,37.0898469952,0.0808114431774,0.248774703816,4.86566215623,88.555227537
