,iteration,success,nllh,k,N,bic,c_0,pow_gain,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,85.8148879718,5,24,187.520045095,71.3761801414,1.15270723584,18.4326171365,129.07298516,191.639550717
