,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,51.2521029987,5,24,118.394475149,41.3977744525,0.0143206636724,141.768346393,129.013131813,158.863803562
