,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_rel_trunc,theta(cost=high),theta(cost=low)
0,0,True,55.1666607988,5,24,126.223590749,6.48456314535,0.0392913385784,0.0343640529301,14.4448989463,106.167668894
