,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,81.8158835128,6,24,182.700090008,18.1227396926,18.1682251956,0.29854758262,27.5959642176,29.8111976692,104.400892462
