,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,61.3822641542,5,24,138.65479746,8.99010879181,0.0709472849905,0.670386536906,41.3058926609,49.1821934067
