,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,57.337838564,5,24,130.56594628,203.329269941,1.41048153128,0.753580002892,132.657504316,273.58003312
