,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,50.9137760099,5,24,117.717821171,159.985787983,0.0213461096659,0.266023894415,221.601031484,239.076270721
