,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,33.6395308229,5,24,83.1693307976,5.42515888418,0.119527521585,40.5541336295,14.9405447416,17.5829220583
