,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,61.8404772074,5,24,139.571223567,29.1373070638,0.135224072382,29.8855827749,21.8978626831,93.7837114469
