,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,66.8155221307,5,24,149.521313413,255.630539597,0.194038466103,3.63158820641,346.746482041,519.364647763
