,iteration,success,nllh,k,N,bic,c_0,pow_gain,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,65.6166004668,5,24,147.123470085,97.4622426824,0.862515179726,5.54602408984,80.787312457,126.234747062
