,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,43.8722668249,5,24,103.634802801,10.2591394546,0.0365969361422,0.150197975908,21.2588362572,20.8882425041
