,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,65.6824819408,5,24,147.255233033,31.5073803581,0.0999304487224,1.24487612027,34.7675443946,103.876335949
