,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,98.8664774939,5,24,213.62322414,23.1852821983,0.187928030799,24.9918668183,184.210600317,149.40076607
