,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal,theta(cost=high),theta(cost=low)
0,0,True,64.101743456,5,24,144.093756064,8.19039269831,0.0234029840518,6.19211389484,33.9322849555,104.231428291
