,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,71.7590802445,5,24,159.408429641,386.575036677,0.0129588853966,16.7858609457,942.45714024,1279.48279458
