,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,54.3098191061,5,24,124.509907364,43.6516049392,0.299379710873,0.651642788691,14.6882056769,69.528715472
