,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,58.7489722849,5,24,133.388213722,423.002753516,0.0132984433217,53.7998228076,537.684273906,640.087890544
