,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,59.6059097707,5,24,135.102088693,1.0259843484,0.0386062288313,1.72104778739,22.0897617164,61.326792791
