,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,22.6945900102,5,24,61.2794491721,0.938798532355,0.0741382847337,0.249338292283,13.6672063695,16.1191652352
