,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,67.8266188008,6,24,154.721560584,57.0482188756,129.821998865,0.0353310237414,15.3539292862,177.424366456,266.741318704
