,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,50.5732825056,5,24,117.036834163,7.91903131337,0.242691452807,0.839042800136,16.3894461794,28.0273804816
