,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,67.9351065314,5,24,151.760482214,0.47624223553,0.0770530148702,0.795460975489,11.0784942513,18.863740343
