,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,25.7428703759,5,24,67.3760099036,566.738336729,1.9918441917,163.387007528,62.5252280992,91.9472732407
