,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,58.6519012882,6,24,136.372125558,39.3959602508,0.477456399774,0.330739285171,0.490349901967,23.6404084013,32.4265430377
