,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,71.4654341088,5,24,158.821137369,0.382779847793,0.093368211235,89.6597415726,81.3903025182,26.9181868981
