,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,42.7892315589,6,24,104.6467861,37.4833411676,0.18803609295,0.0781853602269,0.547335445083,9.35617819584,44.6698498945
