,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,40.0080321142,5,24,95.9063333801,519.075332037,0.0049141551748,15.5014860502,765.51125391,660.516576333
