,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,56.8382634199,5,24,129.566795992,130.910008452,0.0526254838544,5.17966070511,81.4422995987,252.957423926
