,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,68.3836482696,5,24,152.657565691,53.3374954223,0.317650694627,3.77502412498,32.061689572,37.9102845093
