,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,16.5958945184,6,24,52.260112019,74.4507410762,89.5004337698,0.731578696658,98.4831595335,0.24995304893,0.238805294856
