,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,61.2441727859,5,24,138.378614724,41.9331637078,0.41376274766,2.49319515883,13.6468676752,16.4237740139
