,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,72.8393714549,5,24,161.569012062,68.4017134749,0.0465492227335,43.1519203943,27.305259371,105.016474982
