,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,95.4564415378,5,24,206.803152227,55.7044116708,0.265386817616,76.0551698729,107.501031594,171.352098276
