,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,82.7722856392,5,24,181.43484043,36.6039555427,0.176437211771,12.159464178,24.9696128662,147.135031724
