,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,75.5679767096,5,24,167.026222571,57.6631609645,0.122091500875,11.0473303495,103.084384775,233.317585355
