,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,51.2312743029,5,24,118.352817758,123.362686186,0.0929385959751,16.2038573522,62.7817490436,169.668325079
