,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,23.9658951642,5,24,63.8220594801,99.3025863658,0.900645059158,127.694898818,0.980948520018,1.39745040132
